sample_id,split,negative_type,n_genes,source_pathway_ids,source_families,source_overlap_count,source_overlap_fraction,cross_same_family,generation_seed,gene_set_sha256
TRAIN_NEG_00052,train,random_5_30,15,,,0,0.0,False,142,9d5887351f879815ef354f8b58aafbd4f104aa707d16c1dd14b72a9f4ce4ceb7
TRAIN_NEG_00053,train,shuffled,43,AC_PWY-5390,AraCyc_Misc,0,0.0,False,142,7cbb2a75e039b0fe3073eed31830eef75b4647bbe72c541e53559a29d6725c93
TRAIN_NEG_00054,train,partial_50_80,31,ath03460,KEGG_GeneticInfo,31,1.0,False,142,d099dc3b5dfe67c7506b234b0372a38c5302439f9f6a0bc16e31c13a5a3bcc66
TRAIN_NEG_00055,train,cross_pathway,11,AC_CHLOROPHYLL-SYN;ath00590,AraCyc_Misc;KEGG_Lipid,11,1.0,False,142,276820bda4f7dbc8a2f211d968effc5c94ca90816166840f5f799c2c1516368b
TRAIN_NEG_00056,train,random_5_30,21,,,0,0.0,False,142,e786fb2d1594aa11d8838269ab9e24afee02b5f73550603b4fd058ffafcf629f
TRAIN_NEG_00057,train,shuffled,10,AC_PWY-6556,AraCyc_Nucleotide,0,0.0,False,142,0a410ba4133e97b6e021c9b76d63d6daa5b17f97aa16361339850b76f9c439ce
TRAIN_NEG_00058,train,partial_50_80,18,AC_PENTOSE-P-PWY,AraCyc_Misc,18,1.0,False,142,a1325506b2d03cfba887b19f3c851fccf09f35de14861a2acb1f47ec00240a9b
TRAIN_NEG_00059,train,cross_pathway,6,ath04082;AC_PWY-5859,KEGG_SignalTrans;AraCyc_Misc,6,1.0,False,142,66a9292b085bb160bee160c4daa0f7d9d93ddaf0f1fe4ce79bd7c041b645bfe1
TRAIN_NEG_00060,train,random_5_30,17,,,0,0.0,False,142,3fcf79c9a81796c221286a93cdb6f4996819923157a5de6f84bfc6d72be8a633
TRAIN_NEG_00061,train,shuffled,34,AC_PWY-581,AraCyc_Misc,0,0.0,False,142,d54248c28decd017e34993385145722552340fa87fbed2164f1587fe4e4208e1
TRAIN_NEG_00062,train,partial_50_80,18,ath00310,KEGG_Cellular,18,1.0,False,142,cd8aa8fb56163e8e16c4301d1edc24ba444348140e3757e6561edb146a9bc9bc
TRAIN_NEG_00063,train,cross_pathway,29,ath00071;AC_ARGSYNBSUB-PWY,KEGG_Lipid;AraCyc_AminoAcid,29,1.0,False,142,cf3fcd3b518c3884bfc8ae54fc5f65c200c7f09b0c69666e54f265a33719233c
TRAIN_NEG_00064,train,random_5_30,15,,,0,0.0,False,142,917eb5425ca63df702d5b5052b3c13e616d4e31dcafc9781c0e6ae253574dca9
TRAIN_NEG_00065,train,shuffled,35,AC_PWY-3801,AraCyc_Carbohydrate,0,0.0,False,142,5ebbfb392593f29e5d9d05ebcf74b1b951fc266dbbd60223b998b523cd2c9ff9
TRAIN_NEG_00066,train,partial_50_80,18,AC_PWY-3001,AraCyc_Misc,18,1.0,False,142,209a86b31441b297f3b55baf62b10d90e33090a5915cac7b7cf9b364dd2bfad9
TRAIN_NEG_00067,train,cross_pathway,23,AC_PWY-8475;AC_PWY-5390,AraCyc_Misc;AraCyc_Misc,23,1.0,True,142,fa6afbdbded347171987c22692ee8361e2a772f00c8ee2530d9cdd84d29bf2d1
TRAIN_NEG_00068,train,random_5_30,14,,,0,0.0,False,142,7bcb98be09eef633b6b7c4a2b1d8f102dfd793cbfa14cbc1791d7a2b2fc61c02
TRAIN_NEG_00069,train,shuffled,23,AC_ETHYL-PWY,AraCyc_Misc,0,0.0,False,142,34802d2cf6b0718712370481459eaf20a4458ee41105778920d0e1ac90b4229f
TRAIN_NEG_00070,train,partial_50_80,3,AC_PWY-6544,AraCyc_Misc,3,1.0,False,142,81936504294a538575cc448d31fe6f4fd24e37a6094b9676de1961ab47f39396
TRAIN_NEG_00071,train,cross_pathway,83,ath04144;AC_PWY0-1264,KEGG_SignalTrans;AraCyc_Cofactor,83,1.0,False,142,9b3104f8dcdfbacf2eaca6d9b77f0eb1537964612fc1d8d346369389dadab95b
TRAIN_NEG_00072,train,random_5_30,22,,,0,0.0,False,142,b116b3f2b1d92bb725fb174adc131410edddf41e2209f0279db8d6c1ebf5057a
TRAIN_NEG_00073,train,shuffled,10,AC_GLUTORN-PWY,AraCyc_Misc,0,0.0,False,142,bfe3b02b124ff57686c02150deacef14249c7a175a2e39d91da137a17d74b75d
TRAIN_NEG_00074,train,partial_50_80,5,ath00905,KEGG_Cellular,5,1.0,False,142,8256d12e49fcf3ecf0e4791670ec6bc4c70761321f630f3edbaa69175421cb7e
TRAIN_NEG_00075,train,cross_pathway,33,AC_PWY-7039;ath04981,AraCyc_Misc;KEGG_SignalTrans,33,1.0,False,142,fbf25b28295ce0d2d27aa90e95f533cfb6518498a98cc2c4baa40d3c3c8dfbc2
TRAIN_NEG_00076,train,random_5_30,28,,,0,0.0,False,142,8ad5ca787c72f2f18e1916d789d50246ab0dbbda4394056efd5b8bf002c1112c
TRAIN_NEG_00077,train,shuffled,5,AC_PWY-4861,AraCyc_Misc,0,0.0,False,142,ed1414424e54fb3ab1ccaac4ad2e53c6641432c568c7494857e4ec39adab25b7
TRAIN_NEG_00078,train,partial_50_80,5,AC_PWY-6051,AraCyc_Misc,5,1.0,False,142,5e1b00f6d66cc8296a91b7676466b0da30bca6a148d50d9da2ca2eec8c0330f6
TRAIN_NEG_00079,train,cross_pathway,11,AC_GLUCOSE1PMETAB-PWY;AC_HISTSYN-PWY,AraCyc_Carbohydrate;AraCyc_Misc,11,1.0,False,142,903716921f59c7374f480b31b08d8559b0fba22253b83f3a83e549751a99a52a
TRAIN_NEG_00080,train,random_5_30,6,,,0,0.0,False,142,277470a53a263218482531a77bac8c95db3247de328d37165e2f1cc34c930717
TRAIN_NEG_00081,train,shuffled,34,AC_PWY-6348,AraCyc_Misc,0,0.0,False,142,1d58329f2f158a83b5ac6642543d44dffa3e4ece6ff02dced975236d6c980f3b
TRAIN_NEG_00082,train,partial_50_80,19,AC_PWY-6549,AraCyc_Misc,19,1.0,False,142,a87c700789d09c54e94ecd013194ae473f951418c46b1790783519bac030c0a1
TRAIN_NEG_00083,train,cross_pathway,16,AC_PWY-3561;ath00950,AraCyc_Misc;KEGG_Cellular,16,1.0,False,142,1ea034a2a489f6a632290ea051d8e8af90cb0a4a00339ed610e76acffa5f1db0
TRAIN_NEG_00084,train,random_5_30,29,,,0,0.0,False,142,a77a24c5aa58547e840d0f4c4af369611854c503a5c0fca0d5518b5f524ea0af
TRAIN_NEG_00085,train,shuffled,71,ath00561,KEGG_Lipid,1,0.014084507042253521,False,142,25f2c9ea5777a2e2541659bfb29d054b24fbcbeee7ab66691a9104cf5a41736b
TRAIN_NEG_00086,train,partial_50_80,52,ath01212,KEGG_Lipid,52,1.0,False,142,912f1dcfaed4a03477be5053ee007c72772bca215fde3ff66762da4d7663e9e0
TRAIN_NEG_00087,train,cross_pathway,12,ath00660;AC_PWY66-430,KEGG_Cellular;AraCyc_Misc,12,1.0,False,142,ca469d9f74248d269edd841981244800bcddccc81b00a2d9207a89e72ef476f8
TRAIN_NEG_00088,train,random_5_30,11,,,0,0.0,False,142,56ea417cf66a85b69bca244e17535f0a2fa0d5818b0854e6b4cc130d47a5e008
TRAIN_NEG_00089,train,shuffled,82,ath04814,KEGG_SignalTrans,0,0.0,False,142,067b9cae7e169b746f47a90752b236d3fe4c9d4bebe486bfe7003c2fcb3c3110
TRAIN_NEG_00090,train,partial_50_80,30,ath03440,KEGG_GeneticInfo,30,1.0,False,142,8269ed718c6dda3b64cb555acd6605f43919e36f1160be3ce4404fcd483491d6
TRAIN_NEG_00091,train,cross_pathway,25,AC_PWY-581;AC_PWY-5123,AraCyc_Misc;AraCyc_Misc,25,1.0,True,142,b0e21a24b7594f5d0a59c7a40c39db090c1f5a8068655dbf253b3e3d0126d303
TRAIN_NEG_00092,train,random_5_30,8,,,0,0.0,False,142,57ebebd2f0d8f7c476bb50ee40d81d10cf999ad67b865d0f7d128905dcd7f182
TRAIN_NEG_00093,train,shuffled,25,ath00941,KEGG_Cellular,0,0.0,False,142,eef2598a77775058cb1364007579f70f06200e1b0b0bd4659d26e6345ff1a6b2
TRAIN_NEG_00094,train,partial_50_80,48,ath00020,KEGG_Cellular,48,1.0,False,142,27a786e08d029a3f89769c9709ec6102128c7f87477d9c282cf193f898fbb8a9
TRAIN_NEG_00095,train,cross_pathway,9,AC_PWY-7120;AC_PWY-4221ARA,AraCyc_Misc;AraCyc_Misc,9,1.0,True,142,9a66104a0cdd191f1f3be01c9c3ca9c90ff0be1348b6ca035756ce5a0bbea41d
TRAIN_NEG_00096,train,random_5_30,6,,,0,0.0,False,142,0e4935284dedd9e86bca69ebdd51ffd86cd3fe91a5008e82137763fdb16730d1
TRAIN_NEG_00097,train,shuffled,20,AC_DETOX1-PWY-1,AraCyc_Misc,0,0.0,False,142,1cda71bf3a722ebedf9a87f494e265957a24208ccd96c2ea2172225df59646c3
TRAIN_NEG_00098,train,partial_50_80,46,AC_PWY-1121,AraCyc_Misc,46,1.0,False,142,e1340759726239cc76b9ac89b7ed4f1ea8e620fd0cd908649166154efe170db8
TRAIN_NEG_00099,train,cross_pathway,29,AC_ETHYL-PWY;AC_PWY-5723,AraCyc_Misc;AraCyc_Misc,29,1.0,True,142,c94f65feeb76cb705197fa300811b6696ffe2cc42833d33ed89d76378d4a02d6
TRAIN_NEG_00100,train,random_5_30,21,,,0,0.0,False,142,b7b5ab69f43c9b6c55bf6ccbc4579e09d705472b48a86c3b828350de3dbe0671
TRAIN_NEG_00101,train,shuffled,57,AC_TRIGLSYN-PWY,AraCyc_Misc,0,0.0,False,142,986692e8ae8e4dc5b8875b45b454e9bd067b667bdf227a0a74e86a7ae94d5b6f
TRAIN_NEG_00102,train,partial_50_80,8,AC_PWY-6554,AraCyc_Misc,8,1.0,False,142,0cb933a346aadab6026b98f0b455049d326efae6feabc6fabfe0506e9be8235b
TRAIN_NEG_00103,train,cross_pathway,39,AC_PWY-3001;AC_PWY-5484,AraCyc_Misc;AraCyc_Misc,39,1.0,True,142,ae3e3d82d556214c3e920c702a05711951759654857a7e3df23d6346de228812
TRAIN_NEG_00104,train,random_5_30,20,,,0,0.0,False,142,08137f7a343893412258cc692a7946e3eff4e5c4d5d884195d6d1dfe68a49898
TRAIN_NEG_00105,train,shuffled,19,AC_PWY-6607,AraCyc_Nucleotide,0,0.0,False,142,6d42c51bc915f3d01ad834dfb14f3552bb95796ca2058233288aa0984a8fa1d8
TRAIN_NEG_00106,train,partial_50_80,3,AC_PWY-6364,AraCyc_Misc,3,1.0,False,142,e410f5f4e350f2fd32c171b7c9e8bfc502606b4ee2f292004232f5fcab30dbe9
TRAIN_NEG_00107,train,cross_pathway,7,AC_PWY-6613;AC_PWY-7356,AraCyc_Cofactor;AraCyc_Cofactor,7,1.0,True,142,c3aaac0e508058a47b6f166e102da4538b1f1082834311bf6e8a6bb1d4439609
TRAIN_NEG_00108,train,random_5_30,16,,,0,0.0,False,142,9ccd6ca5770d38d3d91943fc40b89594213edecbeef3f856949bc142e84ad24b
TRAIN_NEG_00109,train,shuffled,97,ath00620,KEGG_Cellular,0,0.0,False,142,856d6b4719623e02e27aa82ffa158d40decc19fd31227a52e74e862f88f8d0c8
TRAIN_NEG_00110,train,partial_50_80,298,ath03010,KEGG_GeneticInfo,298,1.0,False,142,6f35abd2e77a7d4cc357bce91e5d81791e9e4f28d111da74d0c75b97af682b4e
TRAIN_NEG_00111,train,cross_pathway,25,AC_PWYQT-4449;ath04382,AraCyc_Misc;KEGG_SignalTrans,25,1.0,False,142,a4074167836d9aef2c3344f91db545323de44c984262248966a8a19fbac44259
TRAIN_NEG_00112,train,random_5_30,12,,,0,0.0,False,142,061510fcd730a1ebedc34aa959a101b5887fb766f8905cba2d7b0b85cd9171fa
TRAIN_NEG_00113,train,shuffled,8,AC_PWY-6051,AraCyc_Misc,0,0.0,False,142,3d0569f9d08ad0c27445173c0a116943fd6d5442c3458d033fe38b0b230c9ff4
TRAIN_NEG_00114,train,partial_50_80,8,AC_PWY-6792,AraCyc_Misc,8,1.0,False,142,658e35186684474fc8fec0f2bee7322a2b0509456f079a87f156e22db81de997
TRAIN_NEG_00115,train,cross_pathway,29,AC_PWY-8148;ath04130,AraCyc_Misc;KEGG_SignalTrans,29,1.0,False,142,d441a5433fb92086fc17a85a2db25b29b3743566fa990be227e65a0f79c85fec
TRAIN_NEG_00116,train,random_5_30,24,,,0,0.0,False,142,dfdf91e9cdcc131e945ef7419053e513ee7c213fcad638f0324d077bfcbf4631
TRAIN_NEG_00117,train,shuffled,151,ath00190,KEGG_Metabolism,2,0.013245033112582781,False,142,9ce3b163574a0d2588cdd258fcf6ed77000b6d011c823aca5217e5717eb3f505
TRAIN_NEG_00118,train,partial_50_80,28,AC_CITRULBIO-PWY,AraCyc_Misc,28,1.0,False,142,285c9fe56838dfc7a23b5c36de5e589940986637326a513e8924d2d6e034fc4b
TRAIN_NEG_00119,train,cross_pathway,18,AC_COMPLETE-ARO-ARA-PWY;AC_PWY-7546,AraCyc_AminoAcid;AraCyc_Misc,18,1.0,False,142,da3de0501e360293dc950aa1fe7b23b027df389c62fe657b7612b76d78d10e00
TRAIN_NEG_00120,train,random_5_30,20,,,0,0.0,False,142,7f96de7cfcb20be6ac40c74b78bdf258465855f8e1dcb2856c484cc703786003
TRAIN_NEG_00121,train,shuffled,14,AC_PWY-3101,AraCyc_Misc,0,0.0,False,142,6e5aa731235dafcdd363d918364cec0c11b1277ac5e7160ce1c423c6d72724cc
TRAIN_NEG_00122,train,partial_50_80,7,AC_PWY-922,AraCyc_Misc,7,1.0,False,142,309c7d210eab489c9d9db84d786208b097a08dd09ac493a42427f701ca1a7909
TRAIN_NEG_00123,train,cross_pathway,15,AC_PWYQT-4477;AC_ARGSYNBSUB-PWY,AraCyc_Misc;AraCyc_AminoAcid,15,1.0,False,142,4e2de643d3db46b0b7417ebcfd6a5b0ef453d211581b4026416d9f518482d3fe
TRAIN_NEG_00124,train,random_5_30,22,,,0,0.0,False,142,389d2c26252fdc91dfb184f1edcf77ccc6f12a1194871bef9b5bae5d7c5bf72e
TRAIN_NEG_00125,train,shuffled,48,AC_GLUCONEO-PWY,AraCyc_Misc,0,0.0,False,142,658be1c4b72e5b6a226b9011f63f1a32726b0693a440dc5ad5d18cdf64f3f81d
TRAIN_NEG_00126,train,partial_50_80,10,AC_PWY-5173,AraCyc_Misc,10,1.0,False,142,51fa82aceeffaeb2c55501f8bd3e65f7558c5b243e9bd61c4e936b1846711dd3
TRAIN_NEG_00127,train,cross_pathway,21,AC_PWY-5121;ath00261,AraCyc_Misc;KEGG_Cellular,21,1.0,False,142,8089a69c5dad8841e435160765afe47c2b0eea68d1400fc1f8c6adc8a83470d5
TRAIN_NEG_00128,train,random_5_30,14,,,0,0.0,False,142,30d3d4776a31355f9bc2b3f6f4ca9a9c8338282910dc66930489cb0e33cd78a1
TRAIN_NEG_00129,train,shuffled,5,AC_PWY-8458,AraCyc_Misc,0,0.0,False,142,2ffbb9dc0b9e16ec3b9c4757f39e57bba6643f2bb523117243b37661a1ec8c31
TRAIN_NEG_00130,train,partial_50_80,28,AC_PWY-6266-ARA,AraCyc_Misc,28,1.0,False,142,76aa7f789a62a317d789d1bbfe903cfa662ad1dbc83fcb91a7c46b179ef9350a
TRAIN_NEG_00131,train,cross_pathway,6,AC_PWY-641;AC_PWY-5947,AraCyc_Misc;AraCyc_Misc,6,1.0,True,142,12cccfeac074ffea9571772fd4454f4ffa34db14c7e690a92b91404cb8212985
TRAIN_NEG_00132,train,random_5_30,5,,,0,0.0,False,142,b4ce452827db8af2c11b9c41c6d9fdd059abf96251d2d86e8e572749b5ecaf4b
TRAIN_NEG_00133,train,shuffled,5,AC_PWY-4702,AraCyc_Misc,0,0.0,False,142,4f81da97b1d5af8d383f26d4a1fa7d65769c63d37d48e2e0fbbdb0907a5ecc64
TRAIN_NEG_00134,train,partial_50_80,53,ath04814,KEGG_SignalTrans,53,1.0,False,142,7fd10a964fdb67d0e9f52eb53b4abebbfab4fabe022269926a27a99860d8446c
TRAIN_NEG_00135,train,cross_pathway,12,ath04620;AC_PWY-7356,KEGG_SignalTrans;AraCyc_Cofactor,12,1.0,False,142,e6fd64df33d8444fc126403555ec4834510db40daedaf30c39644a06ab90910e
TRAIN_NEG_00136,train,random_5_30,9,,,0,0.0,False,142,5738ff964c08086588c6c30d5a9655865d26d053e4e4b87d4b64fba6e59eadad
TRAIN_NEG_00137,train,shuffled,20,AC_DETOX1-PWY-1,AraCyc_Misc,0,0.0,False,142,0b97419aff2ae957eaab74bf6c3e3f1e892d7d91e9c30535a263d30272da9609
TRAIN_NEG_00138,train,partial_50_80,115,ath04142,KEGG_SignalTrans,115,1.0,False,142,9c4cd5177e0b34499359ccacca18359324ce9a4b9e62c0e44b28487b08e62206
TRAIN_NEG_00139,train,cross_pathway,25,AC_PWY-2541;AC_PWY-621,AraCyc_Lipid;AraCyc_Carbohydrate,25,1.0,False,142,c159faa6b0b332b9ed714dc8dcb031a329135c8a0632f695f5dd388f49fe5e18
TRAIN_NEG_00140,train,random_5_30,22,,,0,0.0,False,142,a8edccf83be170afb2360e6e9133a0fd464f41746127fa692a106ead2ac10320
TRAIN_NEG_00141,train,shuffled,15,AC_PWY-5097,AraCyc_AminoAcid,0,0.0,False,142,3e35ac302900b1628e628e982d9e30b4094bda9f02d8fde33e0e1b02edf6ddaa
TRAIN_NEG_00142,train,partial_50_80,25,ath00410,KEGG_Cellular,25,1.0,False,142,7f69d945b777e968d4d2c7ca8f5c0a0434bf704e771085e626e585480bd39c62
